ProteinAccession,GN,ProteinDescription,b1_s13_M_3,b2_s2_M_3,b2_s10_M_3,b3_s16_M_3,b1_s4_M_6,b2_s15_M_6,b3_s1_M_6,b3_s15_M_6,b1_s9_M_12,b1_s16_M_12,b2_s14_M_12,b3_s9_M_12,b1_s11_M_18,b2_s3_M_18,b2_s9_M_18,b3_s5_M_18,b1_s15_M_24,b2_s5_M_24,b3_s3_M_24,b3_s6_M_24,b1_s1_M_30,b1_s2_M_30,b2_s13_M_30,b3_s7_M_30,b1_s12_F_3,b2_s7_F_3,b2_s16_F_3,b3_s14_F_3,b1_s5_F_6,b2_s11_F_6,b3_s10_F_6,b3_s13_F_6,b1_s6_F_12,b1_s8_F_12,b2_s6_F_12,b3_s4_F_12,b1_s14_F_18,b2_s1_F_18,b2_s4_F_18,b3_s8_F_18,b1_s3_F_24,b2_s12_F_24,b3_s2_F_24,b3_s11_F_24,b1_s7_F_30,b1_s10_F_30,b2_s8_F_30,b3_s12_F_30
Q9JJ59,Abcb9,ATP-binding cassette sub-family B member 9 OS=Mus musculus GN=Abcb9 PE=2 SV=1,17950.31875,19560.73558,17717.60595,16393.09076,19308.92641,20739.89989,16868.62496,17212.37028,17396.89648,22424.9659,21401.66204,15796.51503,17840.75262,22247.03086,16610.01325,16854.49937,17522.62793,17556.14744,16912.63359,19452.56739,22986.94327,18589.05341,22332.63272,17683.16027,21603.35831,17374.04967,20369.3081,18491.74365,22314.29873,22112.25951,20275.9442,17646.50888,17042.64507,23353.25862,21818.93564,17192.75654,19558.70106,19808.3433,18796.82361,16526.67186,20329.36887,15746.6766,17797.06187,15903.30759,17934.72954,15982.23003,21578.59849,16638.83847
Q9R1X5,Abcc5,Multidrug resistance-associated protein 5 OS=Mus musculus GN=Abcc5 PE=1 SV=2,20544.77222,29340.1029,30853.61158,31614.29029,26301.28694,29722.17015,32705.998,28138.62032,24522.79729,30324.26624,34596.45945,28617.97079,22402.44325,34221.14956,27652.12292,30426.69881,24920.03363,29746.56373,39887.90203,36931.36535,24072.56759,29129.97451,33393.22769,36856.76295,26139.87502,27388.78521,36120.861,31766.54814,24255.84128,29593.37953,32181.83218,29704.27478,19368.59742,23878.20934,30646.41553,33379.64365,25719.46253,33092.29776,30896.22492,29799.12697,25330.02651,27636.44862,34551.83537,27251.13372,23180.15997,20057.40997,26620.39398,25208.91237
B2RUS7,Abcc8,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8 OS=Mus musculus GN=Abcc8 PE=2 SV=1",8085.304884,11512.74388,5565.454284,8320.750594,3502.677752,7692.906674,8178.912584,8453.759874,9822.399594,12112.07817,9913.745924,6425.782954,10519.25763,7808.213234,7600.561304,4585.199434,7665.186304,8703.480614,6769.718774,5366.564584,7835.893834,6435.649944,9383.464334,10648.76963,8880.658514,7607.769224,7192.997394,8189.920234,3268.224831,9100.746934,7742.383144,3999.172644,7056.498094,8244.711154,7654.782744,6191.213094,8715.190594,9484.285004,9032.003954,6607.143244,4342.187324,9116.792104,7560.183024,5150.055194,9527.174394,7531.778564,6028.711314,8571.610294
P61222,Abce1,ATP-binding cassette sub-family E member 1 OS=Mus musculus GN=Abce1 PE=2 SV=1,45717.35572,14079.10409,21957.22383,34762.70111,25276.20619,29924.34489,31709.80927,8712.070419,21984.99926,21231.18762,16416.46013,20017.91356,25620.73882,21224.63103,44672.86116,12246.99794,45734.02593,22720.54068,18939.44379,28153.69994,54906.33858,27872.53671,22091.11237,6388.908339,15685.13573,13391.54561,14698.05139,30664.43754,33778.80744,53445.53851,20473.92243,20113.38823,25271.83287,29107.63549,28344.32343,8150.578299,32610.01556,17603.28181,17698.53664,29572.57376,19912.40159,26756.2234,9777.508999,40671.57955,36438.20841,25671.76319,21384.7177,60769.18196
Q6P542,Abcf1,ATP-binding cassette sub-family F member 1 OS=Mus musculus GN=Abcf1 PE=1 SV=1,9900.835344,9907.019554,17675.18245,12964.35503,3853.042384,9166.936194,10512.93449,10259.01671,3819.813064,7014.689274,10091.19581,17473.06777,6270.772904,5312.880374,6766.519034,11387.68597,8201.923614,6138.083234,11848.08291,9072.550954,7154.778854,3940.928974,7242.850504,11520.75466,3291.146354,9782.085504,8299.082314,11851.89838,3748.814964,11718.59598,14785.87295,21068.56612,12779.26099,3742.853234,6721.653214,9661.889754,4002.333684,7018.480354,11841.62357,24361.86215,2414.799204,6721.511114,13189.06273,14274.09454,8737.739834,2192.639774,15021.0795,15819.4906
Q99LE6,Abcf2,ATP-binding cassette sub-family F member 2 OS=Mus musculus GN=Abcf2 PE=2 SV=1,19158.26398,16586.2634,6032.350407,12348.88833,9947.064107,6718.731937,10597.87084,4726.894516,7674.143477,10969.96673,9014.384027,23215.11317,8831.268387,8553.779017,12388.95005,5513.012547,16246.72668,7951.294137,14166.36636,19896.9118,17236.78203,9654.441447,8713.277627,7102.617567,8569.449517,12812.15192,11121.90249,10631.05952,11632.18961,15100.19544,13717.65949,20747.37953,17446.0169,11854.48017,6411.963897,7814.292667,13629.87035,14171.94024,11912.67204,32968.63549,9051.484387,6500.904567,8957.108087,16642.89588,13179.26479,8432.466667,13602.69314,18501.16454
Q64343,Abcg1,ATP-binding cassette sub-family G member 1 OS=Mus musculus GN=Abcg1 PE=1 SV=1,15323.45302,13976.35708,13662.78448,18335.93795,17469.46568,16201.62165,24236.30069,19643.55379,21919.98297,16178.97671,13526.19245,12603.47885,15991.72115,18134.13938,12596.81697,21244.28863,18454.59783,14505.52246,16456.32338,23302.41253,24732.51265,28771.02762,16270.15601,15814.95678,18841.0664,15746.84451,16659.79033,31380.27412,18695.05693,18681.60418,20887.13477,22101.0248,14662.76344,20855.60388,20263.53242,22294.2881,18787.79236,12761.63475,13595.66867,16458.50395,19985.7212,15597.84033,23052.44131,18722.45593,17795.02912,20216.74798,17325.56197,23368.05075
Q99LR1,Abhd12,Monoacylglycerol lipase ABHD12 OS=Mus musculus GN=Abhd12 PE=1 SV=2,102466.2691,88176.93114,108980.7021,104175.4249,99444.05324,114984.5141,95716.17684,104500.1038,109933.3513,87821.01454,106473.2395,92317.06424,107790.5471,105892.6678,102059.0997,89534.62024,99267.14034,103568.843,87470.63104,102799.8185,113139.8581,97136.20774,102954.0618,101398.2475,106533.1619,92781.81004,98437.80264,95864.82904,95004.55364,94545.72544,86209.46544,85111.39164,110540.7571,95973.77684,133634.2375,89459.40314,95334.47104,88197.89894,100732.8215,92741.65494,92322.59194,105162.7739,75640.81514,83293.84674,88924.01944,101448.5886,108319.8359,79824.13164
Q9Z1Q2,Abhd16a,Abhydrolase domain-containing protein 16A OS=Mus musculus GN=Abhd16a PE=1 SV=3,111025.3491,87409.05362,141985.0121,113490.0264,146378.478,145448.668,103447.1851,128431.752,152928.3342,94447.85692,115277.2314,113534.9201,133454.8945,130439.9628,111570.6443,116380.9187,132791.8162,97425.98892,103214.885,123631.3628,162216.4749,139858.9148,124135.1882,119820.6239,118289.7306,98913.09892,119153.5285,107973.3981,132436.4923,113651.76,104125.2256,112983.3296,134303.1446,120001.5027,161782.1031,99512.26892,113047.5654,84558.95352,95694.84422,115304.6749,134469.9689,105737.4989,86856.53702,107780.3845,95254.12052,123807.6514,106497.0002,93504.35022
Q99JW1,Abhd17a,Alpha/beta hydrolase domain-containing protein 17A OS=Mus musculus GN=Abhd17a PE=2 SV=1,149423.4364,191820.7563,178581.03,146132.0318,145959.2773,185067.9325,160662.4936,144679.7465,170512.0294,193104.3072,184577.1049,128387.8769,150395.5691,203357.8228,187524.1212,143651.319,175589.8075,196592.2485,155960.0272,140507.3062,173826.5087,168110.563,166050.9246,144174.0773,158574.1641,183672.5175,185606.4699,135984.9986,156393.9882,184802.1322,148482.6779,125500.8339,139791.6966,176656.5739,183751.6445,146675.2081,165041.3571,188259.8706,187560.4451,118942.51,157194.2174,178354.1657,153885.0552,142105.6177,158724.5034,162273.8431,178911.413,132101.2572
Q7M759,Abhd17b,Alpha/beta hydrolase domain-containing protein 17B OS=Mus musculus GN=Abhd17b PE=2 SV=1,145856.9235,197120.7616,174773.6275,163943.975,140842.7656,161945.9931,181757.6188,156052.5667,177337.0965,190403.478,185211.0331,139542.2957,150479.8083,203479.1909,191336.3859,170100.8741,181449.8507,209449.7627,177737.8901,159181.7373,170518.7861,171324.6026,161153.9269,154201.6165,156269.6488,186428.2553,189512.2904,173639.8197,162280.9617,190892.1313,165068.4005,144535.6473,136365.6885,186789.5461,179013.9403,182616.4318,160093.6134,204137.6184,200233.777,142428.9261,165739.8049,189762.3054,181652.4816,160087.2348,184519.0035,185781.2525,196127.4529,160263.3911
Q8VCV1,Abhd17c,Alpha/beta hydrolase domain-containing protein 17C OS=Mus musculus GN=Abhd17c PE=2 SV=2,86337.7816,112900.8625,98010.0353,74141.60442,88409.2949,93523.4697,89722.2404,88178.6263,100502.9285,87710.1489,89708.9006,70691.15268,85858.1047,111901.1422,105087.8084,90304.4785,99325.9088,109297.821,90591.8874,82333.78523,100041.952,100045.2688,93027.4877,90012.5366,82322.79037,96212.9867,108615.8959,80006.49071,96057.3301,94782.2069,88617.7477,70203.43464,77517.43385,101595.8736,91538.2882,87182.6172,88971.9197,99051.5239,110314.2967,67077.10103,94391.303,96511.9955,90512.9576,86141.2358,101647.1644,98369.5866,101020.0327,81369.66238
Q8VD66,Abhd4,Abhydrolase domain-containing protein 4 OS=Mus musculus GN=Abhd4 PE=2 SV=1,89776.26684,71654.30254,60821.67398,68673.08074,77407.35364,79816.02344,49415.46743,78001.17864,68427.78744,72951.06714,70661.12514,106967.4201,112043.3664,73322.12844,98575.39614,68394.86824,73529.08844,100532.8699,55782.95213,73315.39314,85983.80914,76430.88494,72041.38294,85538.59154,65441.79586,59281.50605,61385.40445,61645.64971,72287.20544,54453.6013,55790.72414,75037.13294,129721.969,79390.62144,72630.92624,76490.34914,62328.31705,74094.03754,81863.19824,89301.39854,92019.10254,77828.10884,87334.94914,76824.69734,88342.14054,111692.0246,103653.2858,82807.33144
Q8R2Y0,Abhd6,Monoacylglycerol lipase ABHD6 OS=Mus musculus GN=Abhd6 PE=2 SV=1,48742.6136,67561.27306,65772.79166,52805.17524,68091.72219,70765.57782,47252.27972,55208.62471,61568.9394,59736.41821,55260.21528,51950.14381,51557.99172,74425.38451,74251.71537,54700.47502,58466.70066,76273.38558,42515.04011,52383.75284,58710.38206,57418.62777,58944.59528,51382.65321,51374.2644,72349.24416,66334.61874,55684.62614,68151.9863,63687.40141,43670.22383,48946.53905,61601.8183,61857.7767,75347.92225,47675.16133,48859.8899,62555.7481,74345.00701,47491.74354,55926.15934,63435.45738,41566.51807,45877.92469,54236.83839,64571.06993,66071.87881,45644.27522
Q8CBW3,Abi1,Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=3,36460.14185,40581.89124,19855.63119,35270.5151,24166.0354,19674.13349,29606.52622,23022.27075,21847.45086,27974.21218,21978.35272,42286.65646,28004.82651,23808.57435,25082.39218,19451.64942,32520.31731,25865.50976,25200.45904,29417.86377,32625.50717,22493.40355,22326.01856,21084.84944,23656.65113,31846.31491,22118.54212,34804.76541,26517.72461,35185.09481,22787.24607,35101.66002,41700.17301,28450.49127,24772.57608,17701.45596,31479.39347,22032.0041,25785.89789,46935.97427,22326.40679,18596.29283,24103.98462,33534.83653,26643.4703,20746.39001,31209.80064,39181.30511
P62484,Abi2,Abl interactor 2 OS=Mus musculus GN=Abi2 PE=2 SV=1,54357.45331,63433.95937,29420.70062,43602.06675,37440.94117,28644.8061,35708.76132,29380.42653,27949.94119,38656.79552,35723.20195,62609.42994,37848.09271,35982.68191,35230.6425,26189.34129,47827.79342,39703.02804,39109.9891,43282.99519,50256.37618,32465.46384,33467.86571,25552.57816,34416.85518,50372.05442,32981.46726,40048.82282,37003.31649,52304.88095,33944.37427,49296.0106,64841.22548,37580.61479,34864.59968,26098.37043,44273.4294,35580.81435,44109.10178,67365.73609,32330.05611,29324.55502,30640.16354,52405.8911,37961.11246,27304.5835,48991.03519,60653.57145
Q4JIM5,Abl2,Abelson tyrosine-protein kinase 2 OS=Mus musculus GN=Abl2 PE=1 SV=1,18537.54434,14768.52579,10609.83023,14883.19066,13681.86794,12062.47572,13570.89554,9288.465186,11939.09707,21712.29306,15469.99159,22656.33654,13725.32616,15382.39954,16162.4379,8133.665756,14907.7371,14476.62198,15860.38867,20904.25974,15957.64361,15450.69702,13873.06457,11887.15731,14909.81569,18820.83321,16671.74465,12337.95491,13829.63631,18316.37843,16973.18857,28675.71331,21944.88036,12632.71268,10847.424,16426.92249,16067.09148,12684.81672,14012.24782,26076.25544,13593.55202,15428.91902,19145.87942,14025.90581,15054.39069,12289.71909,17880.40098,14485.26548
Q921H8,Acaa1a,"3-ketoacyl-CoA thiolase A, peroxisomal OS=Mus musculus GN=Acaa1a PE=1 SV=1",8884.160164,9820.106534,11436.36057,11244.11537,9647.633854,9899.363334,8473.014134,9749.299094,7898.988804,8762.756204,14122.12343,10312.86595,6485.435204,18917.07691,10736.48018,5322.699058,6387.713127,13684.11005,7548.914784,11297.48522,9306.133104,8238.240384,14571.02877,9228.413894,7469.318664,14617.69523,11837.72442,9474.403644,7444.940904,9742.027114,7959.917614,8383.760774,16527.5319,8506.342554,13170.61618,10083.71504,5840.991396,12556.92439,15375.52493,14492.6033,8022.137854,13396.87963,8420.067904,8597.626984,8812.630124,9100.769394,11489.51385,6808.794994
Q5SWU9,Acaca,Acetyl-CoA carboxylase 1 OS=Mus musculus GN=Acaca PE=1 SV=1,203970.1679,212924.1567,257164.6516,237761.6481,231512.1702,222271.7024,262692.1633,210332.4487,227296.804,239742.1119,277442.8045,212306.5899,192973.194,237417.1307,251077.2209,273058.6616,278915.8836,263551.2956,279739.6884,245889.8234,245181.0385,256404.6453,253332.1496,234023.2675,224260.651,230516.9907,253172.7747,245030.2695,261596.5387,244101.0486,257846.7917,228278.8901,191384.9067,242030.1909,249233.4768,265646.1067,266829.3692,209847.7981,269229.1026,252544.7561,250329.0431,253371.3803,268981.0711,289633.9005,309508.5818,251439.1128,273643.2169,276810.5759
P50544,Acadvl,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acadvl PE=1 SV=3",881380.8835,448047.0829,234969.2562,336968.5079,558369.2119,513926.9143,316145.1786,568473.1665,401701.4856,506723.8089,426949.1237,855355.54,1268510.496,391797.2099,290219.4841,370807.7526,373767.57,334938.0896,423860.9198,429207.3004,391490.326,575483.0561,425120.9059,620428.5958,368543.3782,430183.6654,241098.5473,384840.3707,620387.1965,329140.6227,297792.9412,562250.5782,996743.9148,528320.3578,300505.9766,293508.4245,415765.0037,237893.3652,261392.9449,566554.2973,606729.5893,357548.2974,433245.7183,327263.3023,554817.5713,519433.1901,253539.3764,494630.1053
Q6ZQK5,Acap2,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 OS=Mus musculus GN=Acap2 PE=1 SV=2",57997.0812,73355.1129,19561.06481,73124.4901,52773.97684,39572.27228,40956.59901,52900.94582,38441.86763,58180.5144,55987.8786,122840.5328,58088.66,21928.12756,48748.21561,12234.76364,60973.9229,27969.61936,41803.4091,68687.8337,62317.6732,57093.6748,46659.40801,34213.61333,55388.33525,52621.70446,34605.23256,52446.16133,51600.38036,73720.0781,42435.96653,93392.4931,57122.1697,58320.0238,44136.40646,27376.35262,59000.0311,42756.85255,44980.31831,131533.6236,48265.30685,42519.05203,28615.12157,80491.9633,45500.75859,56138.9443,62784.8018,91364.0681
Q8BMP6,Acbd3,Golgi resident protein GCP60 OS=Mus musculus GN=Acbd3 PE=1 SV=3,26485.40295,18198.23725,11057.88579,18981.52689,21341.58314,12882.31546,17386.94675,17814.81331,19717.34861,22212.83293,18636.45996,24885.73114,21537.6491,17416.9146,21638.94645,15630.31642,25252.91563,16603.84227,20613.42022,24065.92919,23691.17604,23128.56866,18365.82385,18232.66039,18008.50099,17699.10785,14163.39663,23069.30916,22715.63658,20035.72865,19973.81664,17802.45685,27405.1897,23288.70199,19222.42817,20103.38196,23427.39031,15750.70576,18041.17491,21815.98446,22340.50051,17653.28952,21085.77934,20020.9397,23250.34726,21812.26463,21334.79592,20380.56189
P09470,Ace,Angiotensin-converting enzyme OS=Mus musculus GN=Ace PE=1 SV=3,36168.47828,42340.27106,41779.87939,45835.8345,43047.86597,50981.08283,45194.98622,46759.31564,45331.7331,56955.89473,56076.91236,46260.26012,47919.48241,55117.58159,47939.77377,45209.59049,44737.64636,53590.01916,55618.68673,48828.15284,44557.80459,51203.5286,48930.43603,57440.40355,42679.26261,49601.30235,44841.3182,40430.70932,43973.7266,41031.58318,45055.57418,45134.20455,42162.31671,48935.28819,46078.08009,48317.86318,45600.12796,41262.10744,46202.78726,44829.30252,48119.07306,46850.20011,50697.29327,46425.75312,45457.02575,44507.45299,38486.78111,41460.4974
P21836,Ache,Acetylcholinesterase OS=Mus musculus GN=Ache PE=1 SV=1,9930.664591,10559.52919,13495.26761,11885.83716,10294.70577,15252.54582,10308.87451,13967.55289,14114.22519,9991.792061,15107.31176,13066.15579,13561.63745,14073.16121,10933.21122,13471.9111,13837.61961,12486.29319,13690.51247,11907.70619,14023.1754,11253.57195,11377.85732,14063.73911,12240.83296,11195.38701,12164.66743,12494.39114,13623.94265,12806.00859,12639.26359,10437.61297,13699.09504,11152.38985,15119.68907,12357.07607,11513.73179,11839.14327,11232.35749,11478.3214,10190.52567,10140.98972,8863.029701,14046.56165,8356.406311,15706.44054,13001.25924,10850.22766
Q9JIX8,Acin1,Apoptotic chromatin condensation inducer in the nucleus OS=Mus musculus GN=Acin1 PE=1 SV=3,62262.64053,28646.25309,92264.76486,52211.02067,47561.43944,39121.87218,28060.51539,57094.97039,37229.98867,46474.52883,32583.20171,50172.4382,45171.53112,27931.10432,48916.32517,70012.93227,43828.28319,24720.95432,36324.05519,38682.65653,40636.15954,33562.00226,26299.13146,45533.81152,39554.80714,43315.96802,23176.84386,55985.75114,43637.88115,31089.27699,30016.26037,40498.72652,53014.3789,37550.9658,41020.04331,23108.35731,45729.09836,15489.20333,35946.25548,33364.28412,40879.19392,51378.13663,43548.65374,35310.34748,42714.06624,47875.53724,35886.02782,29346.60774
Q91V92,Acly,ATP-citrate synthase OS=Mus musculus GN=Acly PE=1 SV=1,45358.3675,62572.81066,18735.53683,44621.52921,30504.37786,19879.65029,37594.25205,26727.17072,10351.83939,26825.20809,33485.61929,36025.3552,12182.76401,24689.14435,18472.72448,26420.87598,49203.37697,49517.01377,42141.68795,52737.08126,45021.2454,26081.80381,36888.87259,24432.01883,24909.77298,36788.75699,30742.05345,40814.7921,37076.11866,60073.32356,45993.91266,28048.40045,22275.81041,31795.24004,24379.86293,27881.6109,39202.48427,47496.50224,49936.18331,46034.2513,22393.19185,24324.98901,34211.34754,58514.88516,44482.62943,17179.5155,37347.39038,73608.60006
Q99KI0,Aco2,"Aconitate hydratase, mitochondrial OS=Mus musculus GN=Aco2 PE=1 SV=1",25052.56334,13428.18151,156806.5239,24766.6729,34858.39843,17438.91624,10978.09363,19098.93175,46248.09353,24668.78912,13617.43703,28832.04405,20784.49737,14090.53868,28565.90079,57024.51796,15868.6629,13346.72385,11769.54913,32574.52715,32011.14891,20994.27637,28262.04609,41880.37553,24875.35139,16240.45358,15107.1508,27636.65536,22493.90165,17411.12357,38164.30395,24113.4362,60970.26148,28748.42432,20939.51167,8080.453134,17942.13482,13779.01313,13256.0911,68211.97004,21508.66187,37610.21765,8775.385704,15035.78711,23713.91021,26581.40225,20840.8681,20422.04535
Q8VHQ9,Acot11,Acyl-coenzyme A thioesterase 11 OS=Mus musculus GN=Acot11 PE=2 SV=1,807410.3377,859958.6713,741996.8956,583512.1422,1294845.228,757926.69,812616.4043,873645.9527,753849.8304,800859.3147,678759.0194,650766.7929,903425.4126,802502.6321,990836.4146,699907.3798,1084192.91,963234.5026,705987.8721,972444.8116,1057955.551,1165478.678,898022.4726,750838.3918,951295.9776,878636.0826,849151.4831,867564.8085,1035778.138,799807.3982,957497.2746,738919.742,743931.9553,944701.7616,915179.0936,1089092.402,897496.9996,808284.0705,813599.1524,738438.005,1129509.06,991693.4896,958710.1406,956924.0056,1105382.959,1272494.821,1399687.022,1033603.03
Q91V12,Acot7,Cytosolic acyl coenzyme A thioester hydrolase OS=Mus musculus GN=Acot7 PE=1 SV=2,73657.7951,54705.99715,20109.89604,28522.85504,24887.55233,16341.33717,23848.80266,6587.730346,10738.19378,22432.50463,23793.49642,20447.06988,15291.26144,28789.59975,29687.16024,1840.105406,35371.58719,45295.46563,22516.06882,19259.39147,46927.07503,27923.25386,23735.81574,7135.487956,22120.20728,45583.71822,20852.23938,17911.03431,34738.16965,51755.6244,13366.40186,16030.6349,20502.11439,42749.22754,32203.63772,13020.47329,33710.87174,27051.46075,40147.29222,39930.32831,20674.63115,26832.32566,14847.85088,24474.14068,42849.45095,20500.29454,32952.89275,45914.07471
